2,2
4,4
7,7
8,8
9,9
11,11
13,13
14,14
19,19
21,21
22,22
23,23
25,25
26,26
28,28
29,29
30,30
113,4
114,7
114,8
114,9
114,11
114,13
114,14
115,21
115,22
115,23
116,25
116,26
116,28
116,29
116,30
117,19
