2,United States
4,Jamaica
7,United Kingdom
8,Germany
9,France
11,Poland
13,Italy
14,Portugal
19,Iran
21,China
22,Hong Kong
23,South Korea
25,Phillipines
26,Viet Nam
28,India
29,Pakistan
30,Sri Lanka
